IPERIOD,K,YGROSS,EIND,E,CCA,CCATOT,MAT,ML,MU,FORC,TATM,TOCEAN,DAMFRAC,DAMAGES,ABATECOST,MCABATE,CPRICE,YNET,Y,I,C,CPC,RI,PERIODU,CEMUTOTPER
47,10903.184699929325,4079.3655334169357,-11.754532223792946,-11.746189515264726,454.3846669087567,585.1213695282659,1032.4075327331132,1844.9106773830513,658.8031594121032,3.9896739686532134,3.5688828240899917,2.432231776424417,0.030059142084519548,122.62222818367155,6.076491289787758,224.01114116767326,224.01114116767326,3956.743305233264,3950.6668139434764,979.6554104660681,2971.0114034774083,258.480511767876,0.02569210858802661,1.03975075084951,361.31486378037073
48,11336.498585791607,4226.740365530932,-11.469051043489564,-11.46166774644209,438.3528444540473,569.100925563093,1021.623604084739,1846.8192908320725,651.6580306462835,3.933906655772244,3.5282582565481255,2.4606480526160563,0.029378710926764043,124.17618336141823,5.780689333698751,218.4108626384814,218.4108626384814,4102.5641821695135,4096.783492835815,1016.2425652247906,3080.5409276110245,267.9913716379925,0.02541600539743238,1.0426938384801274,336.3665795683706
49,11775.301876048039,4375.506801087357,-11.183806808393832,-11.177272590506819,422.7103853112628,553.4685363835484,1011.1213564216973,1848.6750920390984,644.6720879227548,3.87902730408564,3.4875772654674226,2.4873383077143583,0.028705140630948332,125.59953805688346,5.495996109026413,212.95059107251936,212.95059107251936,4249.9072630304745,4244.411266921448,1053.2959889795097,3191.1152779419385,277.5943599111473,0.025168030360024428,1.0455156513554484,313.0992611317705
50,12219.677949685156,4525.598228284183,-10.899490860653342,-10.893708077823336,407.45696631454456,538.2240293042975,1000.8980158047026,1850.4792726825006,637.8467408170966,3.825055099763927,3.4469229871254567,2.512344281658185,0.028039816266850363,126.89694281867203,5.222369393279489,207.62682629570637,207.62682629570637,4398.701285465511,4393.478916072232,1090.6022021199349,3302.876713952297,287.30174639701863,0.024878631404450086,1.0482278239043263,291.40648893147056
51,12668.608643109263,4676.825726756092,-10.616447658359755,-10.611329895555198,392.59132138730325,523.3662714240147,990.9504572280065,1852.233032561732,631.1827816342786,3.7720070326583057,3.406369977240739,2.5357087492948667,0.027383921155559095,128.0698269597792,4.959583591982759,202.43615563831375,202.43615563831375,4548.755899796313,4543.796316204331,1128.5939831839178,3415.202333020413,297.0592496122632,0.024681480887863178,1.050823294602076,271.1828851242385
52,13123.656633589178,4829.286737492023,-10.335633533991821,-10.331104313909789,378.11171465195173,508.8936447252215,981.275600862171,1853.937575264535,624.6804685985178,3.719899913541632,3.365985302064545,2.5574752799935134,0.026738462646766336,129.12770304095454,4.707688403321916,197.37525174735586,197.37525174735586,4700.159034451069,4695.4513460477465,1166.4662361216508,3528.985109926096,306.9444510363611,0.024411678750464627,1.0533296374616643,252.33840790292393
53,13581.71918617633,4982.563269693452,-10.056818691489742,-10.052810331717142,364.0151059040087,494.8032133096326,971.869469188431,1855.5941044228257,618.3396396983784,3.668745200210014,3.3258289675035955,2.577688030545289,0.02610428643776304,130.06625878635504,4.466176104078957,192.44087045367195,192.44087045367195,4852.497010907096,4848.030834803018,1204.8006483470188,3643.2301864559986,316.87073193094864,0.024183529121866987,1.0557313114542226,234.77761738387989
54,14043.872603980355,5136.700427723531,-9.78076225518998,-9.77721485679123,350.2987683542409,481.0923426989982,962.7288316560671,1857.2038207709786,612.1596902719551,3.6185578042002695,3.2859551764772847,2.596391553969247,0.025482103355490157,130.8939312054415,4.234991482271881,187.6298486923302,187.6298486923302,5005.806496518089,5001.571505035818,1243.3021979550183,3758.269307080799,326.866868889013,0.023929398157057618,1.0580420979983887,218.4180548131371
55,14509.277323699453,5291.532774992337,-9.507732708570307,-9.504593260987413,336.95893985561844,467.7573524415088,953.8496808931528,1858.7679190515203,606.1397524968385,3.5693477698855354,3.2464125871532663,2.613630644531948,0.02487249945902411,131.61364608340526,4.013852584932058,182.9391024750219,182.9391024750219,5159.919128908932,5155.905276324,1282.2954968748802,3873.6097794491197,336.8899386758447,0.02376308707222694,1.0602584557109394,203.1785954948757
56,14979.060651245692,5447.111184887914,-9.238350518737178,-9.235572107626316,323.99149208069986,454.7941865099929,945.227944743839,1860.2875861817831,600.2786555843736,3.5211240464223597,3.207244915790017,2.629450193097481,0.024275951081671753,132.23380466076605,3.802625062679719,178.36562490274295,178.36562490274295,5314.877380227147,5311.074755164467,1320.8337522897925,3990.2410028746745,347.0259227029712,0.023436706153725506,1.062404615317822,188.98847835755666
57,15449.154285403032,5602.920714551628,-8.972231723042981,-8.96977282920987,311.3914504566721,442.1979343173766,936.8589556764991,1861.7639991446074,594.5749794962728,3.473891437318461,3.168491154453666,2.6438950611647942,0.023692833422208653,132.749067167714,3.6007599329642592,173.90648426346854,173.90648426346854,5470.171647383914,5466.57088745095,1360.7157725446184,4105.855114906331,357.0740473694765,0.02333213979120994,1.0644442909584513,175.77059786255938
58,15926.14997671073,5759.608849779392,-8.710864639206356,-8.708688518164053,299.15436409136527,429.9642015988689,928.738844258081,1863.1983232581485,589.0270340826422,3.4276583968363648,3.130186543250392,2.657009963497016,0.023123439997488174,133.18196964687564,3.408470714325869,169.55882214340198,169.55882214340198,5626.426880132516,5623.0184094181905,1399.6982284568564,4223.320180961334,367.2836856466723,0.02308973246769439,1.0664332367257745,163.46839157885736
59,16402.723442032202,5916.310572383427,-8.453281854580592,-8.451355987458152,287.27375219937625,418.0865576842971,920.8618377127374,1864.5917103021861,583.6330096693766,3.3824216255114177,3.0923618687404986,2.6688393779908504,0.02256797654828694,133.51915824993125,3.2249892195728167,165.3198515777693,165.3198515777693,5782.791414133496,5779.566424913923,1438.9774192314537,4340.589005682469,377.4767465121285,0.022871278510847734,1.0683405508225945,152.0147440057844
60,16880.531261442866,6073.139784651518,-8.20005937376326,-8.198354981359902,275.7444534342636,406.55988557919875,913.2238149773083,1865.9452977012895,578.390772900604,3.338186263140927,3.0550448808866375,2.6794274402595915,0.022026586169186693,133.7705367841426,3.050173406049895,161.18685527818036,161.18685527818036,5939.369247867376,5936.319074461326,1478.497234041267,4457.821840420059,387.66712030050826,0.022683836056134242,1.070174138683318,141.35315828898982
61,17360.271074775734,6230.106527130443,-7.951537910786101,-7.950029523509128,264.56052084593404,395.37827758498173,905.8199406743327,1867.260206280078,573.2981306305743,3.2949524008443474,3.018260171894072,2.6888178762752677,0.0214993509379712,133.9432466077224,2.8837876852078677,157.15718388317975,157.15718388317975,6096.163280522721,6093.279492837513,1517.9583157114064,4575.321177126107,397.8810698134859,0.022478951944225396,1.0719431477916455,131.43080727068124
